id,author_id,full_name,others,university,subjects,document_by_author,total_citation_number,total_document,h_index
757,14007209600,"Wells P. S.","Wells, P.| Wells, PS","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Chemistry, Multidisciplinary",1274,58067,24498,97
758,8903094300,"Wermes Norbert","Wermes, N.","Universität Bonn, Bonn, Germany","Physics and Astronomy, Engineering, Mathematics, Energy, Multidisciplinary, Computer Science, Medicine, Biochemistry Genetics and Molecular Biology, Chemistry, Materials Science",1634,69660,29846,103
759,57207904783,"Weymann M.",NA,"European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Energy",62,3772,2683,32
760,57207897185,"Whalley Mike A.","Whalley, M.| Whalley, M. R.| Whalley, M. A.| Whalley, Mike","University of Durham, Durham, United Kingdom","Physics and Astronomy, Mathematics, Computer Science, Multidisciplinary",156,23828,20924,45
761,7404530443,"Wilson Graham W.","Wilson, Graham| Wilson, G.| Wilson, G. W.","University of Kansas, Lawrence, Lawrence, United States","Physics and Astronomy, Mathematics, Engineering, Earth and Planetary Sciences, Energy, Computer Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary",828,32213,15597,76
762,7406648031,"Wilson John Allan","Wilson, J.| Wilson, J. A.| Wilson, John A.| Wilson, John","University of Birmingham, Birmingham, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology, Computer Science, Chemistry, Multidisciplinary, Materials Science",1332,62082,26791,101
763,6603857274,"Wingerter Isabelle","WINGERTER, ISABELLE| Wingerter, I.","Lab d'Annecy-le-Vieux de Physique, Annecy le Vieux, France","Physics and Astronomy, Engineering, Energy, Biochemistry Genetics and Molecular Biology, Arts and Humanities",86,5964,4314,44
764,7004210489,"Winterer V. H.",NA,"Universität Freiburg im Breisgau, Freiburg im Breisgau, Germany","Physics and Astronomy",123,6106,3578,45
765,8046918600,"Wood N. C.",NA,"University of Manchester, Manchester, United Kingdom","Physics and Astronomy",57,3773,2650,32
766,7007055459,"Wotton S. A.","Wotton, S.","University of Cambridge, Cambridge, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Multidisciplinary, Biochemistry Genetics and Molecular Biology",797,28915,12609,77
767,57189707435,"Wyatt T. R.","Wyatt, T.","University of Manchester, Manchester, United Kingdom","Physics and Astronomy, Engineering, Mathematics, Biochemistry Genetics and Molecular Biology",310,7631,5191,40
768,7003795898,"Yaari R.",NA,"Weizmann Institute of Science Israel, Rehovot, Israel","Physics and Astronomy",110,5814,3534,41
769,57192546700,"Yang Y.",NA,"University of California, Riverside, Riverside, United States","Physics and Astronomy",52,2677,1729,31
770,7004283581,"Yekutieli G.",NA,"Weizmann Institute of Science Israel, Rehovot, Israel","Physics and Astronomy, Biochemistry Genetics and Molecular Biology, Multidisciplinary",436,14520,7895,58
771,7003557605,"Yurko Michael","Yurko, M.","Purdue University, West Lafayette, United States","Physics and Astronomy, Mathematics, Engineering, Energy",163,6086,4145,43
772,6603627868,"Zacharov I. E.","Zacharov, I.","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy",55,3455,2633,34
773,7004243465,"Zeuner Wolfram D.","Zeuner, W.| Zeuner, Wolfram| Zeuner, W. D.","European Organization for Nuclear Research, Geneva, Switzerland","Physics and Astronomy, Engineering, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Energy, Computer Science",1260,59094,24710,105
774,7005875615,"Zorn G. T.",NA,"University of Maryland, College Park, United States","Physics and Astronomy, Engineering, Energy, Biochemistry Genetics and Molecular Biology",272,10085,5708,52
775,6602224181,"Barwicz Joanna","Barwicz, J.","Université du Québec à Trois-Rivières, Trois-Rivieres, Canada","Biochemistry Genetics and Molecular Biology, Materials Science, Physics and Astronomy, Medicine, Chemistry, Pharmacology Toxicology and Pharmaceutics, Engineering, Immunology and Microbiology, Chemical Engineering",18,666,426,13
776,7003627885,"Gareau Raynald L.","Gareau, Raynald| Gareau, R. L.| Gareau, R.","Université du Québec à Trois-Rivières, Trois-Rivieres, Canada","Biochemistry Genetics and Molecular Biology, Medicine, Pharmacology Toxicology and Pharmaceutics, Health Professions, Veterinary, Multidisciplinary",28,551,390,13
777,7003636342,"Audet André","Audet, A.","Centre Hospitalier St-Joseph, Trois-Rivieres (Three Rivers), Canada","Biochemistry Genetics and Molecular Biology, Medicine, Environmental Science, Earth and Planetary Sciences",5,103,100,5
778,36838227700,"Morisset Anne",NA,"Université du Québec à Trois-Rivières, Trois-Rivieres, Canada","Biochemistry Genetics and Molecular Biology",1,33,33,1
779,6504030478,"Villiard Johanne","Villiard, J.","Université du Québec à Trois-Rivières, Trois-Rivieres, Canada","Biochemistry Genetics and Molecular Biology",1,33,33,1
780,6602686335,"Gruda Ilona","Gruda, I.","Université du Québec à Trois-Rivières, Trois-Rivieres, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Medicine, Pharmacology Toxicology and Pharmaceutics, Chemical Engineering, Materials Science, Immunology and Microbiology, Physics and Astronomy",26,702,460,16
781,6603187713,"Galatsis Paul",NA,"Pfizer Inc., New York, United States","Biochemistry Genetics and Molecular Biology, Chemistry, Pharmacology Toxicology and Pharmaceutics, Neuroscience, Medicine, Environmental Science",43,852,743,17
782,7004417866,"Millan Scott D.",NA,"University of Guelph, Guelph, Canada","Chemistry, Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics",5,172,147,5
783,6602959970,"Vahidi Haleh","Vahidi, H.","Simon Fraser University, Burnaby, Canada","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine",3,51,43,3
784,9534770400,"Purac A.",NA,"Simon Fraser University, Burnaby, Canada","Biochemistry Genetics and Molecular Biology",1,17,17,1
785,57192150981,"LeBlanc Jean Marc","LeBlanc, J. M.| Leblanc, Jean Marc","Simon Fraser University, Burnaby, Canada","Biochemistry Genetics and Molecular Biology",2,25,25,2
786,6701671202,"Honda Barry M.","Honda, B. M.| Honda, B. D.| Honda, B.","Simon Fraser University, Burnaby, Canada","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Multidisciplinary, Decision Sciences, Mathematics, Environmental Science, Pharmacology Toxicology and Pharmaceutics",48,2249,1946,22
787,56877363300,"Lafortune Jean François","Lafortune| Lafortune, Jean-François","Université Laval, Quebec, Canada","Physics and Astronomy",1,3,3,1
788,57203236461,"Valle´e Re´al","Vallée, Réa| Vallee, Réal| Vallée, R.| Vallee, R.| Vallée, Real| Valleé, Real| Vallee, Real| Valle´e, R.| Vallée, Réal| Vallee, Ral| VALLEE, R.","Université Laval, Quebec, Canada","Physics and Astronomy, Materials Science, Engineering, Computer Science, Chemistry, Mathematics, Biochemistry Genetics and Molecular Biology, Medicine, Neuroscience, Energy, Earth and Planetary Sciences, Agricultural and Biological Sciences, Multidisciplinary",300,3967,2789,37
789,36762032800,"Clements David R.","Clements, D. R.","Queen's University, Kingston, Kingston, Canada","Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Environmental Science, Earth and Planetary Sciences",5,120,82,5
790,7003732399,"Harmsen Rudolf","Harmsen, R.| HARMSEN, RUDOLF","Queen's University, Kingston, Kingston, Canada","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Earth and Planetary Sciences, Immunology and Microbiology, Medicine, Computer Science, Multidisciplinary, Neuroscience, Engineering, Psychology, Veterinary",65,1005,849,19
791,7103297413,"Clements Peter J.",NA,"Western University, London, Canada","Environmental Science, Agricultural and Biological Sciences",1,7,7,1
792,7004084345,"Öztürk Tayfur","Ozturk, T.| Oztürk, Tayfur| Özturk, T.| Ozturk, Tayfur| Öztürk, T.","Middle East Technical University (METU), Ankara, Turkey","Materials Science, Engineering, Energy, Physics and Astronomy, Environmental Science, Chemical Engineering, Chemistry, Earth and Planetary Sciences, Business Management and Accounting, Biochemistry Genetics and Molecular Biology",50,377,350,11
793,7005226510,"Poole Warren J.","Poole, W. J.| Poole, Warren J.| POOLE, W. J.| Poole, Warren| Poole, W.","The University of British Columbia, Vancouver, Canada","Materials Science, Engineering, Physics and Astronomy, Chemistry, Chemical Engineering, Arts and Humanities, Medicine, Energy, Earth and Planetary Sciences, Computer Science, Mathematics",153,4689,3678,35
794,35326397200,"Embury John David","EMBURY, J. DAVID| Embury, J. David| EMBURY, J. D.| Embury, J.| Embury, J. D.| Embury, J. J.| Embury, John D.","The University of British Columbia, Vancouver, Canada","Materials Science, Engineering, Physics and Astronomy, Mathematics, Arts and Humanities, Earth and Planetary Sciences, Chemical Engineering, Chemistry, Computer Science, Energy, Environmental Science",291,10009,8065,53
795,7404337853,"Cooper Roderick M.","Cooper, Rod M.| COOPER, R. M.| COOPER., R. M.| Cooper, R. M.","University of Calgary, Calgary, Canada","Neuroscience, Medicine, Biochemistry Genetics and Molecular Biology, Chemistry, Chemical Engineering, Psychology, Pharmacology Toxicology and Pharmaceutics, Multidisciplinary",48,1005,795,17
796,6701714743,"Thurlow Genevieve A.","Thurlow, G. A.| Thurlow, G.","University of Calgary, Calgary, Canada","Neuroscience, Biochemistry Genetics and Molecular Biology, Medicine",17,296,222,10
797,6508117110,"Jeeva A.",NA,"University of Calgary, Calgary, Canada",Neuroscience,1,4,4,1
798,6603467986,"Parlow Shelley E.","Parlow, S. E.| Parlow, Shelley","Carleton University, Ottawa, Canada","Psychology, Neuroscience, Medicine, Arts and Humanities",11,278,235,8
799,7006236207,"Dewey Deborah","Dewey, Deborah Margret| Dewey, Deborah M.| Dewey, D.| Dewey, D. M.","University of Calgary, Calgary, Canada","Medicine, Psychology, Neuroscience, Biochemistry Genetics and Molecular Biology, Environmental Science, Social Sciences, Nursing, Health Professions, Agricultural and Biological Sciences, Arts and Humanities, Pharmacology Toxicology and Pharmaceutics, Earth and Planetary Sciences",123,4190,3378,33
800,15027397500,"Reed Maureen J.","Reed, Maureen| Reed, M. J.","Ryerson University, Toronto, Canada","Medicine, Social Sciences, Neuroscience, Psychology, Engineering, Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Health Professions, Arts and Humanities",29,278,206,10
801,7006169204,"Steinbach Martin J.","Steinbach, M. J.| Steinbach, M.| Steinbach, Martin| Steinbach, Mtin J.| Steinbach, Martin J.","York University, Toronto, Canada","Medicine, Neuroscience, Psychology, Health Professions, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Computer Science, Social Sciences, Arts and Humanities",136,2250,1508,25
802,7006802779,"Anstis Stuart M.","Anstis, S.| Anstis, S. M.| Anstis, Stuart| ANSTIS, S. M.","University of California, San Diego, San Diego, United States","Psychology, Neuroscience, Medicine, Computer Science, Multidisciplinary, Physics and Astronomy, Agricultural and Biological Sciences, Materials Science, Biochemistry Genetics and Molecular Biology, Mathematics, Arts and Humanities, Engineering, Chemical Engineering",163,4772,3731,38
803,7005166550,"Gallie Brenda","Gallie, B.| Gallie, Brenda L.| Gallie, Breida L.| Gallie, B. L.","Hospital for Sick Children University of Toronto, Toronto, Canada","Medicine, Biochemistry Genetics and Molecular Biology, Neuroscience, Multidisciplinary, Immunology and Microbiology, Health Professions, Agricultural and Biological Sciences, Psychology, Chemical Engineering, Engineering, Decision Sciences, Physics and Astronomy, Mathematics, Environmental Science, Pharmacology Toxicology and Pharmaceutics",253,11576,7575,60
804,55605774973,"Smith David R.","Smith, D. R.| Smith, David","York University, Toronto, Canada","Medicine, Neuroscience, Multidisciplinary",3,150,145,3
805,7102619820,"Kraft Stephen P.","Kraft, S. P.| Kraft, S.| Kraft, Stephen","Hospital for Sick Children University of Toronto, Toronto, Canada","Medicine, Neuroscience, Health Professions, Biochemistry Genetics and Molecular Biology, Arts and Humanities",107,2179,1787,26
806,7005589389,"Ro Hyo-sung","Ro, Hyo sung| Ro, Hyo Sung| Ro, H. S.","Dalhousie University, Halifax, Canada","Biochemistry Genetics and Molecular Biology, Medicine, Nursing, Decision Sciences, Mathematics, Environmental Science, Pharmacology Toxicology and Pharmaceutics, Multidisciplinary, Immunology and Microbiology, Agricultural and Biological Sciences",28,1168,900,18
807,55732618700,"Xu Lan","Xu, L.","Dalhousie University, Halifax, Canada","Biochemistry Genetics and Molecular Biology, Medicine, Decision Sciences, Mathematics, Environmental Science, Pharmacology Toxicology and Pharmaceutics",2,28,27,2
808,7202643014,"Mathur M. S.","Mathur, MS| MATHUR, M. S.","University of Manitoba, Winnipeg, Canada","Physics and Astronomy, Chemistry, Materials Science, Engineering, Biochemistry Genetics and Molecular Biology",37,106,93,6
809,22976130000,"McKee Jasper S.C.","McKee, JSC| McKee, J. S.C.| McKee, J. S.| Mckee, J. S.C.| McKee, James S.C.","University of Manitoba, Winnipeg, Canada","Physics and Astronomy, Materials Science, Engineering, Energy, Chemistry, Medicine, Environmental Science, Biochemistry Genetics and Molecular Biology, Mathematics, Earth and Planetary Sciences, Social Sciences, Chemical Engineering, Agricultural and Biological Sciences",101,462,363,11
810,7202694866,"Xu Nanping","XU, Nanping| Xu, Nan ping| Xu, Nan Ping| Xu, N. P.| Xu, N.","Nanjing Tech University, Nanjing, China","Chemical Engineering, Materials Science, Chemistry, Engineering, Environmental Science, Energy, Biochemistry Genetics and Molecular Biology, Physics and Astronomy, Earth and Planetary Sciences, Social Sciences, Mathematics, Computer Science, Multidisciplinary",410,10903,7787,52
811,55478491900,"Yao Jianmin",NA,"Nanjing Inst of Chemical Technology, Nanjing, China","Chemical Engineering, Chemistry",2,17,17,1
812,15080301800,"Wang Yanru","WANG, Yanru| Wang, Y. R.| Wang, Yan Ru| Wang, Yan ru","Nanjing Tech University, Nanjing, China","Chemical Engineering, Chemistry, Energy, Materials Science, Physics and Astronomy, Engineering, Environmental Science, Biochemistry Genetics and Molecular Biology",76,1225,1082,19
813,7404494809,"Shi Jun","Shi, J.","Nanjing Tech University, Nanjing, China","Chemical Engineering, Chemistry, Materials Science, Environmental Science, Energy, Engineering, Biochemistry Genetics and Molecular Biology, Physics and Astronomy, Earth and Planetary Sciences",106,2482,2015,28
814,56986862900,"Lu Benjamin C.Y.","Lu, B. C.| Lu, Benjamin C.| Lu, B. C.Y.","Beijing University of Chemical Technology, Beijing, China","Chemistry, Chemical Engineering, Physics and Astronomy, Engineering, Materials Science, Biochemistry Genetics and Molecular Biology, Environmental Science, Energy, Agricultural and Biological Sciences, Multidisciplinary",264,3915,2619,32
815,7102784908,"Heinrich Katherine","Heinrich, Katherlne| Heinrich, K.| Heinrich, Kathy","Simon Fraser University, Burnaby, Canada","Mathematics, Computer Science, Engineering, Decision Sciences",46,412,346,13
816,57204299936,"Messier Christian","Messier, C.| Messier, M. Christian","Université du Québec à Montréal, Montreal, Canada","Agricultural and Biological Sciences, Environmental Science, Biochemistry Genetics and Molecular Biology, Earth and Planetary Sciences, Social Sciences, Medicine, Immunology and Microbiology, Chemistry, Multidisciplinary, Decision Sciences, Physics and Astronomy, Mathematics, Chemical Engineering, Engineering, Neuroscience, Economics Econometrics and Finance, Computer Science, Business Management and Accounting",256,9389,6226,48
817,7003709022,"Kimmins James P.Hamish","Kimmins, J. P.| Kimmins, J. P.Hamish| Kimmins, James P.| Kimmins, J. P.(Hamish)","The University of British Columbia, Vancouver, Canada","Agricultural and Biological Sciences, Environmental Science, Earth and Planetary Sciences, Social Sciences, Energy, Medicine, Engineering, Computer Science, Biochemistry Genetics and Molecular Biology",88,2716,2115,32
818,23168455900,"Stinson Douglas R.","Stinson, Doug R.| Stinsony, Douglas R.| Stinson, Douglas| Stinson, Douglas R.| Stinson, D. R.| Stinson, Doug","David R. Cheriton School of Computer Science, Waterloo, Canada","Mathematics, Computer Science, Engineering, Biochemistry Genetics and Molecular Biology, Social Sciences, Decision Sciences",267,6691,4340,40
819,7203067676,"Rees Rolf Stephen","Rees, R.| Rees, R. S.| Rees, Rolf| Rees, Rolf S.","Memorial University of Newfoundland, St John's, Canada","Mathematics, Computer Science, Decision Sciences",52,718,430,13
820,7005379651,"Wallis Walter D.","Wallis, W. D.| Wallis, Walter| Wallis, W.| WALLIS, W. D.","Southern Illinois University at Carbondale, Carbondale, United States","Mathematics, Computer Science, Biochemistry Genetics and Molecular Biology, Arts and Humanities, Engineering, Decision Sciences",105,869,707,16
821,7005073666,"Colbourn Charles J.","Colbourn, C. J.| Colbourn, Charles","Arizona State University, Tempe, United States","Mathematics, Computer Science, Engineering, Decision Sciences, Social Sciences, Biochemistry Genetics and Molecular Biology, Medicine, Economics Econometrics and Finance, Physics and Astronomy, Environmental Science, Chemical Engineering, Chemistry, Business Management and Accounting",375,6736,4608,36
822,7402222462,"Hoffman Dean G.","Hoffman, D. G.| Hoffman, Dean","Auburn University, Auburn, United States","Mathematics, Computer Science, Decision Sciences, Agricultural and Biological Sciences",70,716,618,14
823,7006703520,"Rodger Chris A.","Rodger, C. A.| Rodger, Chris","Auburn University, Auburn, United States","Mathematics, Computer Science, Decision Sciences, Engineering, Energy, Chemistry, Social Sciences, Environmental Science, Chemical Engineering",156,1271,705,17
824,7102983539,"Bennett Frank E.","Bennett, F. E.","Mount Saint Vincent University, Halifax, Canada","Mathematics, Computer Science, Decision Sciences, Chemistry, Chemical Engineering",82,724,361,15
825,7404520882,"Shen Hao","Shen, H.","University of Pennsylvania, Philadelphia, United States","Mathematics, Medicine, Immunology and Microbiology, Biochemistry Genetics and Molecular Biology, Engineering, Computer Science, Multidisciplinary, Physics and Astronomy, Neuroscience, Pharmacology Toxicology and Pharmaceutics, Materials Science, Agricultural and Biological Sciences, Decision Sciences, Veterinary, Environmental Science",192,7606,6281,38
826,55667025800,"Morré Dorothy James","Morré, D. M.| MORRÉ, D. JAMES| Morré, D. J.| Morre, D. James| Morré, Dorothy M.| Morre, D. J.| Morré, D. James","Purdue University, West Lafayette, United States","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Pharmacology Toxicology and Pharmaceutics, Chemistry, Environmental Science, Multidisciplinary, Immunology and Microbiology, Physics and Astronomy, Neuroscience, Nursing, Chemical Engineering, Arts and Humanities, Veterinary, Social Sciences, Decision Sciences, Mathematics, Health Professions, Engineering",348,8671,4670,47
827,6602770088,"Morré Jeffrey T.","Morre, J. T.| Morré, Jeffery| Morré, J. T.| Morré, Jeff| Morre, J.| Morre, Jeffrey| Morré, Jeffrey| Morre, Jeff| Morré, J.","Oregon State University, Corvallis, United States","Biochemistry Genetics and Molecular Biology, Chemistry, Agricultural and Biological Sciences, Pharmacology Toxicology and Pharmaceutics, Environmental Science, Medicine, Neuroscience, Materials Science, Physics and Astronomy, Psychology, Chemical Engineering, Engineering, Immunology and Microbiology",32,682,666,15
828,7004688221,"Morré Susan R.","Morre, S. R.","Purdue University, West Lafayette, United States","Biochemistry Genetics and Molecular Biology",1,17,17,1
829,7003381950,"Sundqvist Christer","SUNDQVIST, CHRISTER| Sundqvist, C.| SUNDQVIST, C.","Göteborgs Universitet, Gothenburg, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Chemistry, Medicine, Chemical Engineering, Neuroscience, Immunology and Microbiology",102,2408,1035,28
830,6603696814,"Sandelius Anna Stina","Sandelius, A. S.| SANDELIUS, ANNA STINA| Sandelius, Anna S.","Göteborgs Universitet, Gothenburg, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Decision Sciences, Mathematics, Environmental Science",47,1627,1076,24
831,7005481147,"Milner Eric C.","Milner, E. C.","University of Calgary, Calgary, Canada","Mathematics, Biochemistry Genetics and Molecular Biology, Computer Science, Arts and Humanities, Social Sciences, Physics and Astronomy",54,540,472,11
832,24374764400,"Prikry Karel","Prikry, K.","University of Minnesota Twin Cities, Minneapolis, United States","Mathematics, Social Sciences, Decision Sciences, Economics Econometrics and Finance",44,362,304,10
833,7005280402,"Ålbertsson Per Åke A.","Albertsson, Per Ake| Albertsson, P. A.| Albertsson, Per åke| Albertsson, Perke| Albertsson, Per ake| ALBERTSSON, Per Åke| Albertsson, Peråke| Albertsson, P. Å.| Albertsson, Per Åke A.| Albertsson, Per Åke| Albertsson, Per Ke| ALBERTSSON, P. A.| Ålbertsson, Per Ake","Lunds Universitet, Lund, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Chemistry, Medicine, Immunology and Microbiology, Chemical Engineering, Multidisciplinary, Nursing, Materials Science, Physics and Astronomy, Environmental Science, Engineering, Energy, Pharmacology Toxicology and Pharmaceutics, Social Sciences, Decision Sciences, Mathematics",157,4879,2955,38
834,6603595300,"Andreasson Eva","Andreasson, E. v.a.","Lunds Universitet, Lund, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Decision Sciences, Mathematics, Environmental Science",9,305,197,7
835,7103121358,"Svensson Per",NA,"Lunds Universitet, Lund, Sweden","Biochemistry Genetics and Molecular Biology, Chemistry, Agricultural and Biological Sciences",8,259,161,7
836,7405732032,"Yu Shigui","Yu, Shi Gui","Lunds Universitet, Lund, Sweden","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Chemistry, Chemical Engineering",12,233,164,10
837,7005980740,"Charette André B.","Charette, Andŕ B.| Charette, Andre B.| Charette, Andr B.| Charette, A. B.| Charette, André","University of Montreal, Montreal, Canada","Chemistry, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Materials Science, Pharmacology Toxicology and Pharmaceutics, Environmental Science, Physics and Astronomy, Multidisciplinary",237,12772,8091,62
838,7005643769,"Marcoux Jean François","Marcoux, J.| Marcoux, Jean Francois| Marcoux, J. F.","Merck & Co., Inc., Kenilworth, United States","Chemistry, Biochemistry Genetics and Molecular Biology, Pharmacology Toxicology and Pharmaceutics, Chemical Engineering, Materials Science",39,5094,4474,26
839,7006332232,"Côté Bernard","Côté, Bernard| Cote, Bernard","Merck Frosst, Kirkland, Canada","Biochemistry Genetics and Molecular Biology, Chemistry, Pharmacology Toxicology and Pharmaceutics, Medicine, Chemical Engineering, Neuroscience, Materials Science",24,1419,1018,19
840,7004221116,"Abramov E.",NA,"Ben-Gurion University of the Negev, Beer Sheba, Israel","Materials Science, Engineering, Physics and Astronomy, Chemistry",35,571,435,13
841,7402200920,"Shi San-Qiang","Shi, San Qiang| Shi, San Q.| Shi, S. Q.| Shi, San qiang| Shi, Sanqiang| San-Qiang, Shi| Shi, San Qiung| Shi, S.| Shi, San Qian","Hong Kong Polytechnic University, Kowloon, Hong Kong","Materials Science, Engineering, Physics and Astronomy, Chemistry, Chemical Engineering, Mathematics, Energy, Computer Science, Medicine, Biochemistry Genetics and Molecular Biology, Multidisciplinary, Environmental Science, Neuroscience, Immunology and Microbiology, Earth and Planetary Sciences",213,4060,3316,33
842,35464908200,"Thompson David A.","THOMPSON, D. A.| Thompson, D. A.| Thompson, DA| Thompson, D.","McMaster University, Faculty of Engineering, Hamilton, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry, Medicine, Energy, Chemical Engineering, Computer Science, Earth and Planetary Sciences, Mathematics, Environmental Science, Arts and Humanities",250,3403,2663,26
843,7006671166,"Smeltzer Walter W.","Smeltzer, W. W.| SMELTZER, WALTER W.| Smeltzer, W.","McMaster University, Hamilton, Canada","Materials Science, Physics and Astronomy, Chemistry, Energy, Engineering, Environmental Science, Chemical Engineering",165,3233,2306,31
844,55540053300,"Michaud Dominique","Michaud, D.","Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology, Agricultural and Biological Sciences, Medicine, Environmental Science, Chemistry, Immunology and Microbiology, Chemical Engineering, Veterinary, Pharmacology Toxicology and Pharmaceutics, Multidisciplinary",90,3203,1874,35
845,57197625442,"Guillet G.",NA,"Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology",1,35,35,1
846,57202520897,"Rogers P. A.",NA,"Université Laval, Quebec, Canada","Biochemistry Genetics and Molecular Biology",1,35,35,1
847,7004224607,"Charest Pierre Mathieu","Charest, P.| CHAREST, P. M.| Charest, Pierre M.| Charest, Pierre Mathleu| Charest, P. M.","Université Laval, Quebec, Canada","Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology, Medicine, Immunology and Microbiology, Physics and Astronomy, Chemistry, Pharmacology Toxicology and Pharmaceutics, Environmental Science, Multidisciplinary",46,1111,1019,20
848,26323179100,"Black John Earle","Black, John E.| Black, J.| Black, J. E.","University of Colorado at Boulder, Boulder, United States","Physics and Astronomy, Chemistry, Materials Science, Computer Science, Engineering, Mathematics",64,1490,996,22
849,7004096090,"Janzen Alec R.","Janzen, A.| Janzen, Alec| Janzen, A. R.","University of Waterloo, Waterloo, Canada","Physics and Astronomy, Chemistry, Materials Science, Mathematics, Chemical Engineering",14,1040,931,9
850,7005019305,"Bopp Philippe Anthony","Bopp, Ph A.| Bopp, P. A.| Bopp, Philippe A.| Bopp, P.| Bopp, Philippe| Bopp, Ph","Vidyasirimedhi Institute of Science and Technology, Rayong, Thailand","Chemistry, Physics and Astronomy, Mathematics, Materials Science, Biochemistry Genetics and Molecular Biology, Chemical Engineering, Energy, Engineering, Computer Science, Arts and Humanities",99,3162,2408,30
851,56271146900,"Chrzanowski Janusz","Chrzanowski, J.| Chrzanowski, Jan","Akademia Morska w Szczecinie, Szczecin, Poland","Physics and Astronomy, Materials Science, Engineering, Energy, Computer Science, Mathematics, Environmental Science, Earth and Planetary Sciences, Chemistry, Social Sciences",86,756,642,14
852,7003327995,"Fortier Normand","Fortier, N.","CTF Systems Inc., Coquitlam, Canada","Physics and Astronomy, Materials Science",10,69,63,5
853,7004393941,"Cragg A. R.","Cragg| Cragg, A.","CTF Systems Inc., Coquitlam, Canada","Physics and Astronomy, Engineering, Materials Science",9,181,153,6
854,7801625029,"Burany S.",NA,"Simon Fraser University, Burnaby, Canada","Physics and Astronomy",1,5,5,1
855,35501028000,"Heinrich Bretislav","Heinrich, B.| HEINRICH, B.| Heinrich, Bret","Simon Fraser University, Burnaby, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry, Multidisciplinary",253,8289,5208,49
856,7202726801,"Irwin J. C.","Irwin, J.","Simon Fraser University, Burnaby, Canada","Physics and Astronomy, Materials Science, Engineering, Energy",104,3494,2841,31
857,7005976954,"McKee B. T.A.","Mckee, B. T.A.| MCKEE, B. T.A.| McKEE, B. T.A.","Carleton University, Ottawa, Canada","Physics and Astronomy, Engineering, Materials Science, Computer Science, Health Professions, Medicine, Agricultural and Biological Sciences, Biochemistry Genetics and Molecular Biology",44,927,762,16
858,7006807092,"Duffy A. G.",NA,"Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Materials Science",3,24,24,3
859,7004004356,"Feller W. Bruce","Feller, W. B.","NOVA Scientific, Inc., Sturbridge, United States","Physics and Astronomy, Engineering, Energy, Computer Science, Medicine, Materials Science, Mathematics, Biochemistry Genetics and Molecular Biology",64,911,509,18
860,7403497574,"Stewart A. T.","STEWART, A. T.","Queen's University, Kingston, Kingston, Canada","Physics and Astronomy, Materials Science, Engineering, Chemistry",61,1547,1249,21
861,6602074034,"Riga Ekaterini","Riga, Ekaterina| Riga, E.","Washington State University, Pullman, United States","Agricultural and Biological Sciences, Immunology and Microbiology, Medicine, Biochemistry Genetics and Molecular Biology, Chemistry, Social Sciences, Energy, Environmental Science",38,504,421,14
862,7202056416,"Sutherland Jack R.","Sutherland, J. R.| Sutherland, J.| SUTHERLAND, JACK R.","Pacific Forestry Centre, Victoria, Canada","Agricultural and Biological Sciences, Immunology and Microbiology, Environmental Science, Medicine, Earth and Planetary Sciences, Biochemistry Genetics and Molecular Biology",26,275,250,9
